ANZSCO_Code,ANZSCO_Title,Specialist_Task,% of time spent on task,Specialist_Cluster,% of time spent on cluster,Cluster_Family,% of time spent on family
234913,Meteorologist,Conduct climate research,0.07322172989,Undertake environmental and sustainability research,0.1174866816,Environmental management,0.3232799362
234913,Meteorologist,Measure environmental characteristics,0.06789550055,Assess areas and conditions for risks and hazards,0.2057932546,Environmental management,0.3232799362
234913,Meteorologist,Direct technical activities or operations,0.06351558775,Direct operational or production activities,0.06351558775,Operating procedures and processes,0.06351558775
234913,Meteorologist,Develop mathematical models of environmental conditions,0.04682971548,Apply mathematical principles and develop modelling,0.04682971548,Science and mathematics,0.1815170731
234913,Meteorologist,Collaborate on research activities with scientists or technical specialists,0.02356934681,Undertake scientific research or activities,0.1346873576,Science and mathematics,0.1815170731
234913,Meteorologist,Apply knowledge or research findings to address environmental problems,0.01741623614,Undertake environmental and sustainability research,0.1174866816,Environmental management,0.3232799362
234913,Meteorologist,Create images or other visual displays,0.01392813894,Create images or representations,0.01392813894,Work activities preparation,0.01392813894
234913,Meteorologist,Prepare research or technical reports on environmental issues,0.01309237427,Undertake environmental and sustainability research,0.1174866816,Environmental management,0.3232799362
234913,Meteorologist,Instruct tertiary students in physical or life sciences,0.0102051652,Teach tertiary and vocational courses,0.0102051652,Teaching and education,0.0102051652
234913,Meteorologist,Research environmental impact of industrial or development activities,0.009967494669,Undertake environmental and sustainability research,0.1174866816,Environmental management,0.3232799362
234913,Meteorologist,Develop environmental research methods,0.003788846668,Undertake environmental and sustainability research,0.1174866816,Environmental management,0.3232799362
234914,Physicist,Develop theories or models of physical phenomena,0.3257914717,Undertake scientific research or activities,0.4428449952,Science and mathematics,0.4428449952
234914,Physicist,Analyse geological or geographical data,0.1930789535,Undertake research and analyse data,0.1930789535,"Data, analytics, and databases",0.1930789535
234914,Physicist,Instruct tertiary students in physical or life sciences,0.1809782284,Teach tertiary and vocational courses,0.1809782284,Teaching and education,0.1809782284
234914,Physicist,Collaborate on research activities with scientists or technical specialists,0.1170535235,Undertake scientific research or activities,0.4428449952,Science and mathematics,0.4428449952
234914,Physicist,Research environmental impact of industrial or development activities,0.06128354769,Undertake environmental and sustainability research,0.06128354769,Environmental management,0.06128354769
234914,Physicist,Prepare scientific or technical reports or presentations,0.04664551232,Review or prepare research or technical reports,0.04664551232,"Records, documentation, reports and research",0.04664551232
234914,Physicist,"Establish standards for products, processes or procedures",0.04043099725,Operational specifications design and reporting,0.04043099725,Business operations and financial activities,0.04043099725
234914,Physicist,Advise others on management of emergencies or hazardous situations or materials,0.03473776569,"Undertake health, safety or hazard management and education activities",0.03473776569,Safety and hazard management,0.03473776569
242111,University Lecturer,Advise students on academic or career matters,0.2088790814,Collaborate and advise on educational and technical issues,0.2475545848,Communication and collaboration,0.2658377376
242111,University Lecturer,Guide class discussions,0.1188560883,Teach school students,0.2380822904,Teaching and education,0.3923719166
242111,University Lecturer,Direct department activities,0.09827913161,"Manage services, staff or activities",0.09827913161,Business operations and financial activities,0.1032264135
242111,University Lecturer,Evaluate student work,0.09737925868,Teach school students,0.2380822904,Teaching and education,0.3923719166
242111,University Lecturer,Research topics in area of expertise,0.06295980681,Research or write in area of expertise,0.09347955148,"Records, documentation, reports and research",0.09409875655
242111,University Lecturer,Develop instructional materials,0.06091442827,Develop educational materials and programs,0.1041996647,Teaching and education,0.3923719166
242111,University Lecturer,Attend training sessions or events to develop or maintain professional knowledge,0.04188866334,Undertake or provide professional skill and knowledge development,0.08377732668,Human resources,0.08377732668
242111,University Lecturer,Stay informed about current developments in field of specialisation,0.04188866334,Undertake or provide professional skill and knowledge development,0.08377732668,Human resources,0.08377732668
242111,University Lecturer,Plan community programs or activities for the general public,0.03663263827,Undertake community development activities,0.03663263827,Health and care,0.03663263827
242111,University Lecturer,Collaborate with other agencies and institutions to coordinate educational matters,0.0335905728,Collaborate and advise on educational and technical issues,0.2475545848,Communication and collaboration,0.2658377376
242111,University Lecturer,"Write articles, books or other materials",0.03051974467,Research or write in area of expertise,0.09347955148,"Records, documentation, reports and research",0.09409875655
242111,University Lecturer,Create technology-based learning materials,0.02876328267,Develop educational materials and programs,0.1041996647,Teaching and education,0.3923719166
242111,University Lecturer,Supervise student research or internship work,0.02184694347,Teach school students,0.2380822904,Teaching and education,0.3923719166
242111,University Lecturer,Serve on institutional or departmental committees,0.0182831528,Communicate with others to coordinate work,0.0182831528,Communication and collaboration,0.2658377376
242111,University Lecturer,Prepare tests,0.01452736694,Develop and administer testing routines or procedures,0.01452736694,Operating procedures and processes,0.01452736694
242111,University Lecturer,Administer tests to assess educational needs or progress,0.01452736694,"Develop, implement and monitor educational policies, standards or programs",0.02904932067,Teaching and education,0.3923719166
242111,University Lecturer,Develop instructional objectives,0.01452195374,Develop educational materials and programs,0.1041996647,Teaching and education,0.3923719166
242111,University Lecturer,Evaluate effectiveness of educational programs,0.01452195374,"Develop, implement and monitor educational policies, standards or programs",0.02904932067,Teaching and education,0.3923719166
242111,University Lecturer,Compile specialised bibliographies or lists of materials,0.009527843868,Undertake library activities,0.009527843868,"Archiving, recording, and translating",0.009527843868
242111,University Lecturer,Order instructional or library materials or equipment,0.008046679468,Source and distribute educational materials,0.01609335894,Teaching and education,0.3923719166
242111,University Lecturer,Select educational materials or equipment,0.008046679468,Source and distribute educational materials,0.01609335894,Teaching and education,0.3923719166
242111,University Lecturer,"Advise educators on curricula, instructional methods or policies",0.005084930667,Collaborate and advise on educational and technical issues,0.2475545848,Communication and collaboration,0.2658377376
242111,University Lecturer,Promote educational institutions or programs,0.004947281867,Promote and develop educational programs,0.004947281867,Teaching and education,0.3923719166
242111,University Lecturer,Perform student enrolment or registration activities,0.004947281867,Perform administrative or clerical tasks,0.004947281867,Business operations and financial activities,0.1032264135
242111,University Lecturer,Write grant proposals,0.0006192050667,"Prepare forms, legislation or proposals",0.0006192050667,"Records, documentation, reports and research",0.09409875655
242112,University Tutor,Assist other educational professionals with projects or research,0.2487549526,Collaborate and advise on educational and technical issues,0.2487549526,Communication and collaboration,0.2898591852
242112,University Tutor,Distribute instructional or library materials,0.1163551239,Source and distribute educational materials,0.1340658858,Teaching and education,0.6467263497
242112,University Tutor,Teach others to use technology or equipment,0.0851724855,Teach others to use computer technology,0.0851724855,Teaching and education,0.6467263497
242112,University Tutor,Supervise school or student activities,0.0851724855,Teach school students,0.2801856009,Teaching and education,0.6467263497
242112,University Tutor,Tutor students who need extra assistance,0.07929528057,Teach school students,0.2801856009,Teaching and education,0.6467263497
242112,University Tutor,Evaluate student work,0.06917976416,Teach school students,0.2801856009,Teaching and education,0.6467263497
242112,University Tutor,Schedule instructional activities,0.06169221616,Develop educational materials and programs,0.1425493951,Teaching and education,0.6467263497
242112,University Tutor,Attend training sessions or events to develop or maintain professional knowledge,0.05553873789,Undertake or provide professional skill and knowledge development,0.05553873789,Human resources,0.05866148269
242112,University Tutor,Discuss problems or issues with supervisors,0.04110423255,Communicate and collaborate,0.04110423255,Communication and collaboration,0.2898591852
242112,University Tutor,Create technology-based learning materials,0.04042858948,Develop educational materials and programs,0.1425493951,Teaching and education,0.6467263497
242112,University Tutor,Develop instructional materials,0.04042858948,Develop educational materials and programs,0.1425493951,Teaching and education,0.6467263497
242112,University Tutor,Guide class discussions,0.02326903534,Teach school students,0.2801856009,Teaching and education,0.6467263497
242112,University Tutor,Supervise laboratory work,0.02326903534,Teach school students,0.2801856009,Teaching and education,0.6467263497
242112,University Tutor,Order instructional or library materials or equipment,0.01771076187,Source and distribute educational materials,0.1340658858,Teaching and education,0.6467263497
242112,University Tutor,Prepare tests,0.004752982402,Develop and administer testing routines or procedures,0.004752982402,Operating procedures and processes,0.004752982402
242112,University Tutor,Administer tests to assess educational needs or progress,0.004752982402,"Develop, implement and monitor educational policies, standards or programs",0.004752982402,Teaching and education,0.6467263497
242112,University Tutor,Evaluate performance of educational staff,0.003122744801,Supervise staff ,0.003122744801,Human resources,0.05866148269
249212,Dance Teacher (Private Tuition),Practice athletic or artistic skills,0.06843334643,Rehearse or train,0.06843334643,Recreation and sporting events,0.08911774356
249212,Dance Teacher (Private Tuition),Monitor student performance,0.05603633677,"Develop, implement and monitor educational policies, standards or programs",0.1216524368,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Develop instructional objectives,0.04346400755,Develop educational materials and programs,0.1392546916,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Plan educational activities,0.04133313709,Develop educational materials and programs,0.1392546916,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),"Develop artistic or design concepts for decoration, exhibition or commercial purposes",0.04054353869,Produce artistic or design concepts or displays,0.04054353869,Art and entertainment,0.09620406944
249212,Dance Teacher (Private Tuition),Apply multiple teaching methods,0.03984982453,Teach school students,0.2753710993,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Enforce rules or policies governing student behaviour,0.03953115362,"Develop, implement and monitor educational policies, standards or programs",0.1216524368,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Train others on performance techniques,0.03929404173,Undertake or provide professional skill and knowledge development,0.05927078712,Human resources,0.06013805655
249212,Dance Teacher (Private Tuition),Assess educational needs of students,0.03818854464,Teach school students,0.2753710993,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Evaluate skills of athletes or performers,0.03813459914,Evaluate capabilities of athletes or performers,0.03813459914,Performance evaluation and efficency improvement,0.03813459914
249212,Dance Teacher (Private Tuition),Guide class discussions,0.03618946062,Teach school students,0.2753710993,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Advise students on academic or career matters,0.03591369606,Collaborate and advise on educational and technical issues,0.05887764952,Communication and collaboration,0.06327844677
249212,Dance Teacher (Private Tuition),Maintain student records,0.03113923138,Teach school students,0.2753710993,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Modify teaching methods or materials to accommodate student needs,0.03094037175,Teach school students,0.2753710993,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Study scripts to determine project requirements,0.02892723192,Create or manage artistic productions,0.04768193942,Art and entertainment,0.09620406944
249212,Dance Teacher (Private Tuition),Determine presentation subjects or content,0.027579732,Determine project materials and presentation,0.027579732,Work activities preparation,0.027579732
249212,Dance Teacher (Private Tuition),Tutor students who need extra assistance,0.02550597003,Teach school students,0.2753710993,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Encourage students,0.02403971789,Teach school students,0.2753710993,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Evaluate student work,0.02343579822,Teach school students,0.2753710993,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Develop instructional materials,0.02145628609,Develop educational materials and programs,0.1392546916,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Stay informed about current developments in field of specialisation,0.01952751059,Undertake or provide professional skill and knowledge development,0.05927078712,Human resources,0.06013805655
249212,Dance Teacher (Private Tuition),Set up classroom materials or equipment,0.01921439644,Source and distribute educational materials,0.0231470631,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Evaluate effectiveness of educational programs,0.01893864667,"Develop, implement and monitor educational policies, standards or programs",0.1216524368,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Manage operations of artistic or entertainment departments or organisations,0.01875470749,Create or manage artistic productions,0.04768193942,Art and entertainment,0.09620406944
249212,Dance Teacher (Private Tuition),Research topics in area of expertise,0.01805760223,Research or write in area of expertise,0.01805760223,"Records, documentation, reports and research",0.01805760223
249212,Dance Teacher (Private Tuition),Assign class work to students,0.01628949849,Teach school students,0.2753710993,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),"Advise educators on curricula, instructional methods or policies",0.01591456359,Collaborate and advise on educational and technical issues,0.05887764952,Communication and collaboration,0.06327844677
249212,Dance Teacher (Private Tuition),Teach others to use technology or equipment,0.01589938404,Teach others to use computer technology,0.01589938404,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Coordinate artistic activities,0.01567224986,Coordinate recreational activities or special events,0.02068439712,Recreation and sporting events,0.08911774356
249212,Dance Teacher (Private Tuition),Plan community programs or activities for the general public,0.01334435598,Undertake community development activities,0.01334435598,Health and care,0.01334435598
249212,Dance Teacher (Private Tuition),Plan experiential learning activities,0.01290700122,Develop educational materials and programs,0.1392546916,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Schedule instructional activities,0.01144968916,Develop educational materials and programs,0.1392546916,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Display student work,0.009792681761,Teach school students,0.2753710993,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Document lesson plans,0.008644570487,Develop educational materials and programs,0.1392546916,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Choreograph dances,0.007978591327,Coreograph or perform dances,0.007978591327,Art and entertainment,0.09620406944
249212,Dance Teacher (Private Tuition),Discuss student progress with parents or guardians,0.007238505733,Discuss child learning or development with parents or guardians,0.007238505733,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Prepare tests,0.007146299735,Develop and administer testing routines or procedures,0.007146299735,Operating procedures and processes,0.007146299735
249212,Dance Teacher (Private Tuition),Administer tests to assess educational needs or progress,0.007146299735,"Develop, implement and monitor educational policies, standards or programs",0.1216524368,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Collaborate with other teaching professionals to develop educational programs,0.007049389872,Collaborate and advise on educational and technical issues,0.05887764952,Communication and collaboration,0.06327844677
249212,Dance Teacher (Private Tuition),Coordinate student extracurricular activities,0.005012147267,Coordinate recreational activities or special events,0.02068439712,Recreation and sporting events,0.08911774356
249212,Dance Teacher (Private Tuition),Perform student enrolment or registration activities,0.004435914027,Perform administrative or clerical tasks,0.004435914027,Business operations and financial activities,0.004435914027
249212,Dance Teacher (Private Tuition),Discuss problems or issues with supervisors,0.004400797246,Communicate and collaborate,0.004400797246,Communication and collaboration,0.06327844677
249212,Dance Teacher (Private Tuition),Select educational materials or equipment,0.003932666661,Source and distribute educational materials,0.0231470631,Teaching and education,0.5825631806
249212,Dance Teacher (Private Tuition),Audition or interview potential performers or staff members,0.0008672694252,Undertake recruitment activities,0.0008672694252,Human resources,0.06013805655
249212,Dance Teacher (Private Tuition),Attend training sessions or events to develop or maintain professional knowledge,0.0004492348036,Undertake or provide professional skill and knowledge development,0.05927078712,Human resources,0.06013805655
249214,Music Teacher (Private Tuition),Monitor student performance,0.1084861566,"Develop, implement and monitor educational policies, standards or programs",0.235518702,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Develop instructional objectives,0.08414617014,Develop educational materials and programs,0.2280573107,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Plan educational activities,0.08002081222,Develop educational materials and programs,0.2280573107,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Apply multiple teaching methods,0.07714912416,Teach school students,0.3947167661,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Enforce rules or policies governing student behaviour,0.07653217836,"Develop, implement and monitor educational policies, standards or programs",0.235518702,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Assess educational needs of students,0.07393289197,Teach school students,0.3947167661,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Maintain student records,0.06028544557,Teach school students,0.3947167661,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Modify teaching methods or materials to accommodate student needs,0.059900454,Teach school students,0.3947167661,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Encourage students,0.04654081172,Teach school students,0.3947167661,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Evaluate student work,0.0453716253,Teach school students,0.3947167661,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Set up classroom materials or equipment,0.03719900586,Source and distribute educational materials,0.06003989352,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Evaluate effectiveness of educational programs,0.03666515525,"Develop, implement and monitor educational policies, standards or programs",0.235518702,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Assign class work to students,0.03153641342,Teach school students,0.3947167661,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Teach others to use technology or equipment,0.03078115319,Teach others to use computer technology,0.03078115319,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Plan experiential learning activities,0.02498791028,Develop educational materials and programs,0.2280573107,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Schedule instructional activities,0.02216655909,Develop educational materials and programs,0.2280573107,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Document lesson plans,0.01673585893,Develop educational materials and programs,0.2280573107,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Discuss student progress with parents or guardians,0.01401372237,Discuss child learning or development with parents or guardians,0.01401372237,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Prepare tests,0.01383521187,Develop and administer testing routines or procedures,0.01383521187,Operating procedures and processes,0.01383521187
249214,Music Teacher (Private Tuition),Administer tests to assess educational needs or progress,0.01383521187,"Develop, implement and monitor educational policies, standards or programs",0.235518702,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Collaborate with other teaching professionals to develop educational programs,0.01364759471,Collaborate and advise on educational and technical issues,0.01364759471,Communication and collaboration,0.02216752315
249214,Music Teacher (Private Tuition),Discuss problems or issues with supervisors,0.008519928435,Communicate and collaborate,0.008519928435,Communication and collaboration,0.02216752315
249214,Music Teacher (Private Tuition),Distribute instructional or library materials,0.00761362922,Source and distribute educational materials,0.06003989352,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Order instructional or library materials or equipment,0.00761362922,Source and distribute educational materials,0.06003989352,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Select educational materials or equipment,0.00761362922,Source and distribute educational materials,0.06003989352,Teaching and education,0.9631275479
249214,Music Teacher (Private Tuition),Attend training sessions or events to develop or maintain professional knowledge,0.0008697170451,Undertake or provide professional skill and knowledge development,0.0008697170451,Human resources,0.0008697170451
251211,Medical Diagnostic Radiographer,Operate diagnostic imaging equipment,0.1137937192,Operate and maintain medical equipment,0.2167501719,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,Collaborate with health care professionals to plan or provide treatment,0.07101354641,Collaborate with health care professionals,0.08906348481,Communication and collaboration,0.08906348481
251211,Medical Diagnostic Radiographer,Check quality of diagnostic images,0.07093194801,Perform medical tests and physical examinations of patients,0.09307532001,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,Verify that medical activities or operations meet standards,0.06916542348,"Develop, follow and ensure compliance with health care quality and safety procedures",0.06916542348,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,Position patients for treatment or examination,0.06668885334,Care for patients and clients,0.09765743161,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,Prepare medical supplies or equipment for use,0.06502377854,Operate and maintain medical equipment,0.2167501719,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,"Collect medical information from patients, family members or other medical professionals",0.06059719027,"Collect, document and communicate medical information",0.148721785,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,Enter patient or treatment data into computers,0.05825976027,"Collect, document and communicate medical information",0.148721785,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,Monitor video displays of medical equipment to ensure proper functioning,0.05568019867,Operate medical equipment,0.09351968308,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,"Monitor patient conditions during treatments, procedures or activities",0.05193632401,Monitor and evaluate patient treatment,0.05193632401,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,Process x-rays or other medical images,0.03783948441,Operate medical equipment,0.09351968308,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,Adjust settings or positions of medical equipment,0.03514179027,Operate and maintain medical equipment,0.2167501719,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,Explain medical procedures or test results to patients or family members,0.0338863856,Explain medical information and procedures,0.0338863856,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,Assist patients with hygiene or daily living activities,0.03096857827,Care for patients and clients,0.09765743161,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,Record patient medical histories,0.0298648344,"Collect, document and communicate medical information",0.148721785,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,Prepare reports summarising patient diagnostic or care activities,0.0298648344,Undertake health care documentation,0.0298648344,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,Supervise patient care staff,0.02595435894,Manage health care operations,0.03647213907,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,Measure the physical or physiological attributes of patients,0.022143372,Perform medical tests and physical examinations of patients,0.09307532001,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,Inform medical professionals regarding patient conditions and care,0.0180499384,Collaborate with health care professionals,0.08906348481,Communication and collaboration,0.08906348481
251211,Medical Diagnostic Radiographer,Administer medical substances for imaging or other procedures,0.01560603574,Prepare or adminster medications and medical solutions,0.03121207147,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,Prepare medications or medical solutions,0.01560603574,Prepare or adminster medications and medical solutions,0.03121207147,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,Manage health care operations,0.01051778013,Manage health care operations,0.03647213907,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,Train medical providers,0.005884061734,Provide training to health care professionals,0.005884061734,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,Maintain medical equipment or instruments,0.002790883867,Operate and maintain medical equipment,0.2167501719,Health and care,0.9081456313
251211,Medical Diagnostic Radiographer,Repair medical facility equipment,0.002790883867,"Design, repair or fabricate medical equipment",0.002790883867,Production processes and machinery,0.002790883867
251212,Medical Radiation Therapist,Position patients for treatment or examination,0.0812122581,Care for patients and clients,0.2090767347,Health and care,0.8784354568
251212,Medical Radiation Therapist,Inform medical professionals regarding patient conditions and care,0.0804342437,Collaborate with health care professionals,0.0804342437,Communication and collaboration,0.0804342437
251212,Medical Radiation Therapist,Protect patients or staff members using safety equipment,0.07854821504,Care for patients and clients,0.2090767347,Health and care,0.8784354568
251212,Medical Radiation Therapist,Verify accuracy of patient information,0.07283529477,Perform medical tests and physical examinations of patients,0.1382365878,Health and care,0.8784354568
251212,Medical Radiation Therapist,Maintain medical facility records,0.06981332784,Administration of medical facility records and activities,0.06981332784,Health and care,0.8784354568
251212,Medical Radiation Therapist,Examine patients to assess general physical condition,0.06540129304,Perform medical tests and physical examinations of patients,0.1382365878,Health and care,0.8784354568
251212,Medical Radiation Therapist,Schedule patient procedures or appointments,0.04931626158,Care for patients and clients,0.2090767347,Health and care,0.8784354568
251212,Medical Radiation Therapist,Fabricate medical devices,0.04113029945,"Design, repair or fabricate medical equipment",0.04113029945,Production processes and machinery,0.04113029945
251212,Medical Radiation Therapist,Administer cancer treatments,0.03982088785,Provide health care or administer medical treatment,0.03982088785,Health and care,0.8784354568
251212,Medical Radiation Therapist,Operate diagnostic or therapeutic medical instruments or equipment,0.03982088785,Operate and maintain medical equipment,0.1117650234,Health and care,0.8784354568
251212,Medical Radiation Therapist,Enter patient or treatment data into computers,0.03684078092,"Collect, document and communicate medical information",0.03684078092,Health and care,0.8784354568
251212,Medical Radiation Therapist,Adjust settings or positions of medical equipment,0.03684078092,Operate and maintain medical equipment,0.1117650234,Health and care,0.8784354568
251212,Medical Radiation Therapist,Examine medical instruments or equipment to ensure proper operation,0.03219992079,Operate medical equipment,0.05629451984,Health and care,0.8784354568
251212,Medical Radiation Therapist,"Monitor patient conditions during treatments, procedures or activities",0.03198087905,Monitor and evaluate patient treatment,0.03198087905,Health and care,0.8784354568
251212,Medical Radiation Therapist,Develop medical treatment plans,0.03092555452,Diagnose medical conditions and prescribe treatments,0.03092555452,Health and care,0.8784354568
251212,Medical Radiation Therapist,Interact with patients to build rapport or provide emotional support,0.02672759572,Provide counselling,0.02672759572,Health and care,0.8784354568
251212,Medical Radiation Therapist,Explain medical procedures or test results to patients or family members,0.02672759572,Explain medical information and procedures,0.02672759572,Health and care,0.8784354568
251212,Medical Radiation Therapist,Calculate numerical data for medical activities,0.02551880892,Analyse medical research and data,0.02551880892,Health and care,0.8784354568
251212,Medical Radiation Therapist,Process x-rays or other medical images,0.02409459906,Operate medical equipment,0.05629451984,Health and care,0.8784354568
251212,Medical Radiation Therapist,Operate diagnostic imaging equipment,0.02409459906,Operate and maintain medical equipment,0.1117650234,Health and care,0.8784354568
251212,Medical Radiation Therapist,Assist health care practitioners during examinations or treatments,0.02351597986,Assist health care practitioners for medical procedures,0.02351597986,Health and care,0.8784354568
251212,Medical Radiation Therapist,Prepare medications or medical solutions,0.02035416413,Prepare or adminster medications and medical solutions,0.02035416413,Health and care,0.8784354568
251212,Medical Radiation Therapist,Supervise patient care staff,0.01541850826,Manage health care operations,0.01541850826,Health and care,0.8784354568
251212,Medical Radiation Therapist,Train medical providers,0.01541850826,Provide training to health care professionals,0.01541850826,Health and care,0.8784354568
251212,Medical Radiation Therapist,Sterilise medical equipment or instruments,0.0110087556,Operate and maintain medical equipment,0.1117650234,Health and care,0.8784354568
251213,Nuclear Medicine Technologist,Process x-rays or other medical images,0.1429615217,Operate medical equipment,0.2275545593,Health and care,0.9152955914
251213,Nuclear Medicine Technologist,Administer medical substances for imaging or other procedures,0.0929750611,Prepare or adminster medications and medical solutions,0.120714961,Health and care,0.9152955914
251213,Nuclear Medicine Technologist,Explain medical procedures or test results to patients or family members,0.0885293279,Explain medical information and procedures,0.0885293279,Health and care,0.9152955914
251213,Nuclear Medicine Technologist,Record patient medical histories,0.0827598975,"Collect, document and communicate medical information",0.1488146209,Health and care,0.9152955914
251213,Nuclear Medicine Technologist,Gather medical information from patient histories,0.06605472336,"Collect, document and communicate medical information",0.1488146209,Health and care,0.9152955914
251213,Nuclear Medicine Technologist,Follow protocols or regulations for health care activities,0.06343605536,"Develop, follow and ensure compliance with health care quality and safety procedures",0.06343605536,Health and care,0.9152955914
251213,Nuclear Medicine Technologist,Create advanced digital images of patients using computer imaging systems,0.04546224655,Operate medical equipment,0.2275545593,Health and care,0.9152955914
251213,Nuclear Medicine Technologist,Operate diagnostic imaging equipment,0.04546224655,Operate and maintain medical equipment,0.1199581955,Health and care,0.9152955914
251213,Nuclear Medicine Technologist,Process health care paperwork,0.04206243602,Undertake health care documentation,0.04206243602,Health and care,0.9152955914
251213,Nuclear Medicine Technologist,Calculate numerical data for medical activities,0.04069746148,Analyse medical research and data,0.04069746148,Health and care,0.9152955914
251213,Nuclear Medicine Technologist,Examine medical instruments or equipment to ensure proper operation,0.03913079108,Operate medical equipment,0.2275545593,Health and care,0.9152955914
251213,Nuclear Medicine Technologist,Maintain medical laboratory equipment,0.03785633322,Operate and maintain medical equipment,0.1199581955,Health and care,0.9152955914
251213,Nuclear Medicine Technologist,Adjust settings or positions of medical equipment,0.03663961575,Operate and maintain medical equipment,0.1199581955,Health and care,0.9152955914
251213,Nuclear Medicine Technologist,Position patients for treatment or examination,0.03663961575,Care for patients and clients,0.03663961575,Health and care,0.9152955914
251213,Nuclear Medicine Technologist,Monitor the handling of hazardous materials or medical wastes,0.03569615548,Remove materials from work site,0.03569615548,Cleaning and maintenance,0.03569615548
251213,Nuclear Medicine Technologist,Operate laboratory equipment to analyse medical samples,0.03075669961,Undertake laboratory operations and analysis,0.03075669961,"Data, analytics, and databases",0.03075669961
251213,Nuclear Medicine Technologist,Prepare medications or medical solutions,0.02773989988,Prepare or adminster medications and medical solutions,0.120714961,Health and care,0.9152955914
251213,Nuclear Medicine Technologist,Prepare biological specimens for laboratory analysis,0.01825155347,Undertake biological research,0.01825155347,Science and mathematics,0.01825155347
251213,Nuclear Medicine Technologist,Supervise patient care staff,0.01099220227,Manage health care operations,0.01099220227,Health and care,0.9152955914
251213,Nuclear Medicine Technologist,Train medical providers,0.01099220227,Provide training to health care professionals,0.01099220227,Health and care,0.9152955914
